SYMBOL,SERIES,DATE OF LISTING,ISIN NUMBER,FACE VALUE,YahooSymbol,Symbol,Company,Sector,Industry
KSOLVES.NS,EQ,23-SEP-2022,INE0D6I01023,5,KSOLVES.NS,KSOLVES,Ksolves India Limited,Technology,Software - Application
LAL.NS,BE,10-APR-2023,INE740X01023,1,LAL.NS,LAL,Lorenzini Apparels Limited,Consumer Cyclical,Apparel Manufacturing
LALPATHLAB.NS,EQ,23-DEC-2015,INE600L01024,10,LALPATHLAB.NS,LALPATHLAB,Dr. Lal PathLabs Limited,Healthcare,Diagnostics & Research
LAOPALA.NS,EQ,16-MAR-2007,INE059D01020,2,LAOPALA.NS,LAOPALA,La Opala RG Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
LASA.NS,BE,21-SEP-2017,INE670X01014,10,LASA.NS,LASA,Lasa Supergenerics Limited,Healthcare,Drug Manufacturers - Specialty & Generic
LATENTVIEW.NS,EQ,23-NOV-2021,INE0I7C01011,1,LATENTVIEW.NS,LATENTVIEW,Latent View Analytics Limited,Industrials,Consulting Services
LATTEYS.NS,EQ,23-MAY-2023,INE262Z01023,2,LATTEYS.NS,LATTEYS,Latteys Industries Limited,Industrials,Specialty Industrial Machinery
LAURUSLABS.NS,EQ,19-DEC-2016,INE947Q01028,2,LAURUSLABS.NS,LAURUSLABS,Laurus Labs Limited,Healthcare,Drug Manufacturers - Specialty & Generic
LAXMIDENTL.NS,EQ,20-JAN-2025,INE0WO601020,2,LAXMIDENTL.NS,LAXMIDENTL,LAXMI DENTAL LIMITED,Healthcare,Medical Instruments & Supplies
LCCINFOTEC.NS,BE,02-MAR-2000,INE938A01021,2,LCCINFOTEC.NS,LCCINFOTEC,LCC Infotech Limited,Consumer Defensive,Education & Training Services
LEMONTREE.NS,EQ,09-APR-2018,INE970X01018,10,LEMONTREE.NS,LEMONTREE,Lemon Tree Hotels Limited,Consumer Cyclical,Lodging
LGBBROSLTD.NS,EQ,30-MAR-2010,INE337A01034,10,LGBBROSLTD.NS,LGBBROSLTD,L.G. Balakrishnan & Bros Limited,Consumer Cyclical,Auto Parts
LGHL.NS,EQ,10-NOV-2023,INE258Y01016,10,LGHL.NS,LGHL,LAXMI GOLDORNA HOUSE LTD,Consumer Cyclical,Luxury Goods
LIBERTSHOE.NS,BE,27-SEP-1995,INE557B01019,10,LIBERTSHOE.NS,LIBERTSHOE,Liberty Shoes Ltd.,Consumer Cyclical,Footwear & Accessories
LIKHITHA.NS,EQ,15-OCT-2020,INE060901027,5,LIKHITHA.NS,LIKHITHA,Likhitha Infrastructure Limited,Energy,Oil & Gas Equipment & Services
LINC.NS,BE,09-MAR-2015,INE802B01027,5,LINC.NS,LINC,Linc Limited,Industrials,Business Equipment & Supplies
LINDEINDIA.NS,EQ,16-JUN-1999,INE473A01011,10,LINDEINDIA.NS,LINDEINDIA,Linde India Limited,Basic Materials,Specialty Chemicals
LLOYDSENGG.NS,EQ,18-JUL-2016,INE093R01011,1,LLOYDSENGG.NS,LLOYDSENGG,Lloyds Engineering Works Limited,Industrials,Specialty Industrial Machinery
LLOYDSENT.NS,EQ,17-OCT-2024,INE080I01025,1,LLOYDSENT.NS,LLOYDSENT,Lloyds Enterprises Limited,Basic Materials,Steel
LLOYDSME.NS,EQ,17-JUL-2023,INE281B01032,1,LLOYDSME.NS,LLOYDSME,Lloyds Metals and Energy Limited,Basic Materials,Steel
LOKESHMACH.NS,EQ,05-MAY-2006,INE397H01017,10,LOKESHMACH.NS,LOKESHMACH,Lokesh Machines Limited,Industrials,Specialty Industrial Machinery
LORDSCHLO.NS,EQ,28-AUG-2023,INE846D01012,10,LORDSCHLO.NS,LORDSCHLO,Lords Chloro Alkali Limited,Basic Materials,Chemicals
LOTUSEYE.NS,EQ,11-JUL-2008,INE947I01017,10,LOTUSEYE.NS,LOTUSEYE,Lotus Eye Hospital and Institute Limited,Healthcare,Medical Care Facilities
LOVABLE.NS,EQ,24-MAR-2011,INE597L01014,10,LOVABLE.NS,LOVABLE,Lovable Lingerie Limited,Consumer Cyclical,Apparel Manufacturing
LT.NS,EQ,23-JUN-2004,INE018A01030,2,LT.NS,LT,Larsen & Toubro Limited,Industrials,Engineering & Construction
LTFOODS.NS,EQ,18-DEC-2006,INE818H01020,1,LTFOODS.NS,LTFOODS,LT Foods Limited,Consumer Defensive,Packaged Foods
LTIM.NS,EQ,21-JUL-2016,INE214T01019,1,LTIM.NS,LTIM,LTIMindtree Limited,Technology,Information Technology Services
LTTS.NS,EQ,23-SEP-2016,INE010V01017,2,LTTS.NS,LTTS,L&T Technology Services Limited,Technology,Information Technology Services
LUMAXIND.NS,EQ,06-SEP-1995,INE162B01018,10,LUMAXIND.NS,LUMAXIND,Lumax Industries Limited,Consumer Cyclical,Auto Parts
LUMAXTECH.NS,EQ,16-JAN-2007,INE872H01027,2,LUMAXTECH.NS,LUMAXTECH,Lumax Auto Technologies Limited,Consumer Cyclical,Auto Parts
LUPIN.NS,EQ,10-SEP-2001,INE326A01037,2,LUPIN.NS,LUPIN,Lupin Limited,Healthcare,Drug Manufacturers - Specialty & Generic
LUXIND.NS,EQ,30-NOV-2015,INE150G01020,2,LUXIND.NS,LUXIND,Lux Industries Limited,Consumer Cyclical,Apparel Manufacturing
LXCHEM.NS,EQ,25-MAR-2021,INE576O01020,2,LXCHEM.NS,LXCHEM,Laxmi Organic Industries Limited,Basic Materials,Specialty Chemicals
LYKALABS.NS,EQ,08-FEB-1995,INE933A01014,10,LYKALABS.NS,LYKALABS,Lyka Labs Limited,Healthcare,Biotechnology
MAANALU.NS,BE,22-OCT-2007,INE215I01027,5,MAANALU.NS,MAANALU,Maan Aluminium Limited,Basic Materials,Aluminum
MACPOWER.NS,BE,19-AUG-2020,INE155Z01011,10,MACPOWER.NS,MACPOWER,Macpower CNC Machines Limited,Industrials,Specialty Industrial Machinery
MADHAV.NS,EQ,20-DEC-2007,INE925C01016,10,MADHAV.NS,MADHAV,Madhav Marbles and Granites Limited,Industrials,Building Products & Equipment
MAHASTEEL.NS,BE,01-JUL-2016,INE451L01014,10,MAHASTEEL.NS,MAHASTEEL,Mahamaya Steel Industries Limited,Basic Materials,Steel
MAHEPC.NS,EQ,14-FEB-2020,INE215D01010,10,MAHEPC.NS,MAHEPC,Mahindra EPC Irrigation Limited,Industrials,Farm & Heavy Construction Machinery
MAHLOG.NS,EQ,10-NOV-2017,INE766P01016,10,MAHLOG.NS,MAHLOG,Mahindra Logistics Limited,Industrials,Integrated Freight & Logistics
MAHSEAMLES.NS,EQ,25-AUG-2004,INE271B01025,5,MAHSEAMLES.NS,MAHSEAMLES,Maharashtra Seamless Limited,Basic Materials,Steel
MAITHANALL.NS,EQ,05-JUL-2011,INE683C01011,10,MAITHANALL.NS,MAITHANALL,Maithan Alloys Limited,Basic Materials,Steel
MALLCOM.NS,EQ,02-FEB-2022,INE389C01015,10,MALLCOM.NS,MALLCOM,Mallcom (India) Limited,Industrials,Security & Protection Services
MAMATA.NS,EQ,27-DEC-2024,INE0TO701015,10,MAMATA.NS,MAMATA,MAMATA MACHINERY LIMITED,Industrials,Specialty Industrial Machinery
MANAKCOAT.NS,EQ,30-MAR-2015,INE830Q01018,1,MANAKCOAT.NS,MANAKCOAT,Manaksia Coated Metals & Industries Limited,Industrials,Metal Fabrication
MANAKSIA.NS,EQ,08-JAN-2008,INE015D01022,2,MANAKSIA.NS,MANAKSIA,Manaksia Limited,Industrials,Metal Fabrication
MANALIPETC.NS,EQ,06-DEC-2006,INE201A01024,5,MANALIPETC.NS,MANALIPETC,Manali Petrochemicals Limited,Basic Materials,Specialty Chemicals
MANGCHEFER.NS,EQ,22-OCT-2007,INE558B01017,10,MANGCHEFER.NS,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Basic Materials,Agricultural Inputs
MANGLMCEM.NS,EQ,03-JAN-1996,INE347A01017,10,MANGLMCEM.NS,MANGLMCEM,Mangalam Cement Limited,Basic Materials,Building Materials
MANINDS.NS,EQ,24-JUN-2005,INE993A01026,5,MANINDS.NS,MANINDS,Man Industries (India) Limited,Basic Materials,Steel
MANINFRA.NS,EQ,11-MAR-2010,INE949H01023,2,MANINFRA.NS,MANINFRA,Man Infraconstruction Limited,Industrials,Engineering & Construction
MANKIND.NS,EQ,09-MAY-2023,INE634S01028,1,MANKIND.NS,MANKIND,Mankind Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic
MANORAMA.NS,EQ,01-JUL-2022,INE00VM01036,2,MANORAMA.NS,MANORAMA,Manorama Industries Limited,Consumer Defensive,Packaged Foods
MANUGRAPH.NS,BE,14-SEP-2006,INE867A01022,2,MANUGRAPH.NS,MANUGRAPH,Manugraph India Limited,Industrials,Specialty Industrial Machinery
MANYAVAR.NS,EQ,16-FEB-2022,INE825V01034,1,MANYAVAR.NS,MANYAVAR,Vedant Fashions Limited,Consumer Cyclical,Apparel Manufacturing
MAPMYINDIA.NS,EQ,21-DEC-2021,INE0BV301023,2,MAPMYINDIA.NS,MAPMYINDIA,C. E. Info Systems Limited,Technology,Software - Infrastructure
MARICO.NS,EQ,01-MAY-1996,INE196A01026,1,MARICO.NS,MARICO,Marico Limited,Consumer Defensive,Household & Personal Products
MARINE.NS,BE,02-DEC-2020,INE01JE01028,2,MARINE.NS,MARINE,Marine Electricals (India) Limited,Industrials,Marine Shipping
MARKSANS.NS,EQ,21-JAN-2002,INE750C01026,1,MARKSANS.NS,MARKSANS,Marksans Pharma Limited,Healthcare,Drug Manufacturers - General
MARUTI.NS,EQ,09-JUL-2003,INE585B01010,5,MARUTI.NS,MARUTI,Maruti Suzuki India Limited,Consumer Cyclical,Auto Manufacturers
MASKINVEST.NS,BE,14-OCT-2016,INE885F01015,10,MASKINVEST.NS,MASKINVEST,Mask Investments Limited,Financial Services,Capital Markets
MASTEK.NS,EQ,10-MAY-1995,INE759A01021,5,MASTEK.NS,MASTEK,Mastek Limited,Technology,Information Technology Services
MASTERTR.NS,EQ,12-NOV-2024,INE677D01037,1,MASTERTR.NS,MASTERTR,Master Trust Limited,Financial Services,Capital Markets
MATRIMONY.NS,EQ,21-SEP-2017,INE866R01028,5,MATRIMONY.NS,MATRIMONY,Matrimony.com Limited,Communication Services,Internet Content & Information
MAXHEALTH.NS,EQ,21-AUG-2020,INE027H01010,10,MAXHEALTH.NS,MAXHEALTH,Max Healthcare Institute Limited,Healthcare,Medical Care Facilities
MAXIND.NS,EQ,28-AUG-2020,INE0CG601016,10,MAXIND.NS,MAXIND,Max India Limited,Healthcare,Medical Care Facilities
MAYURUNIQ.NS,EQ,25-SEP-2012,INE040D01038,5,MAYURUNIQ.NS,MAYURUNIQ,Mayur Uniquoters Limited,Consumer Cyclical,Textile Manufacturing
MBAPL.NS,EQ,22-AUG-2019,INE900L01010,10,MBAPL.NS,MBAPL,Madhya Bharat Agro Products Limited,Basic Materials,Agricultural Inputs
MCL.NS,EQ,19-AUG-2020,INE813V01022,5,MCL.NS,MCL,Madhav Copper Limited,Basic Materials,Copper
MCLOUD.NS,EQ,07-FEB-2025,INE613C01026,2,MCLOUD.NS,MCLOUD,Magellanic Cloud Limited,Technology,Information Technology Services
MCX.NS,EQ,09-MAR-2012,INE745G01035,10,MCX.NS,MCX,Multi Commodity Exchange of India Limited,Financial Services,Financial Data & Stock Exchanges
MEDANTA.NS,EQ,16-NOV-2022,INE474Q01031,2,MEDANTA.NS,MEDANTA,Global Health Limited,Healthcare,Medical Care Facilities
MEDIASSIST.NS,EQ,23-JAN-2024,INE456Z01021,5,MEDIASSIST.NS,MEDIASSIST,MEDI ASSIST HEALTH SER L,Healthcare,Healthcare Plans
MEDICAMEQ.NS,EQ,27-OCT-2021,INE646B01010,10,MEDICAMEQ.NS,MEDICAMEQ,Medicamen Biotech Limited,Healthcare,Drug Manufacturers - Specialty & Generic
MEDICO.NS,EQ,26-MAY-2022,INE630Y01024,2,MEDICO.NS,MEDICO,Medico Remedies Limited,Healthcare,Drug Manufacturers - Specialty & Generic
MEDPLUS.NS,EQ,23-DEC-2021,INE804L01022,2,MEDPLUS.NS,MEDPLUS,MedPlus Health Services Limited,Healthcare,Pharmaceutical Retailers
MEGASOFT.NS,BE,19-JUL-2007,INE933B01012,10,MEGASOFT.NS,MEGASOFT,Megasoft Limited,Healthcare,Drug Manufacturers - Specialty & Generic
MENONBE.NS,EQ,09-MAR-2015,INE071D01033,1,MENONBE.NS,MENONBE,Menon Bearings Limited,Consumer Cyclical,Auto Parts
METROBRAND.NS,EQ,22-DEC-2021,INE317I01021,5,METROBRAND.NS,METROBRAND,Metro Brands Limited,Consumer Cyclical,Apparel Retail
METROPOLIS.NS,EQ,15-APR-2019,INE112L01020,2,METROPOLIS.NS,METROPOLIS,Metropolis Healthcare Limited,Healthcare,Diagnostics & Research
MGL.NS,EQ,01-JUL-2016,INE002S01010,10,MGL.NS,MGL,Mahanagar Gas Limited,Utilities,Utilities - Regulated Gas
MHLXMIRU.NS,EQ,27-JAN-2022,INE112D01035,10,MHLXMIRU.NS,MHLXMIRU,Mahalaxmi Rubtech Limited,Consumer Cyclical,Textile Manufacturing
MICEL.NS,EQ,17-DEC-2021,INE287C01037,2,MICEL.NS,MICEL,MIC Electronics Limited,Technology,Electronic Components
MIDHANI.NS,EQ,04-APR-2018,INE099Z01011,10,MIDHANI.NS,MIDHANI,Mishra Dhatu Nigam Limited,Basic Materials,Steel
MINDACORP.NS,EQ,16-OCT-2014,INE842C01021,2,MINDACORP.NS,MINDACORP,Minda Corporation Limited,Consumer Cyclical,Auto Parts
MINDTECK.NS,BE,02-AUG-2016,INE110B01017,10,MINDTECK.NS,MINDTECK,Mindteck (India) Limited,Technology,Information Technology Services
MIRCELECTR.NS,EQ,24-MAY-2004,INE831A01028,1,MIRCELECTR.NS,MIRCELECTR,MIRC Electronics Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
MIRZAINT.NS,EQ,28-APR-1999,INE771A01026,2,MIRZAINT.NS,MIRZAINT,Mirza International Limited,Consumer Cyclical,Footwear & Accessories
MITTAL.NS,EQ,29-APR-2020,INE997Y01027,1,MITTAL.NS,MITTAL,Mittal Life Style Limited,Consumer Cyclical,Textile Manufacturing
MKPL.NS,BE,13-JUN-2023,INE964W01021,1,MKPL.NS,MKPL,M. K. Proteins Limited,Consumer Defensive,Packaged Foods
MMP.NS,EQ,09-JAN-2020,INE511Y01018,10,MMP.NS,MMP,MMP Industries Limited,Basic Materials,Aluminum
MMTC.NS,EQ,09-APR-2012,INE123F01029,1,MMTC.NS,MMTC,MMTC Limited,Industrials,Conglomerates
MOBIKWIK.NS,EQ,18-DEC-2024,INE0HLU01028,2,MOBIKWIK.NS,MOBIKWIK,ONE MOBIKWIK SYSTEMS LTD,Technology,Software - Infrastructure
MODISONLTD.NS,EQ,03-MAY-2021,INE737D01021,1,MODISONLTD.NS,MODISONLTD,Modison Limited,Industrials,Electrical Equipment & Parts
MOL.NS,EQ,18-AUG-2021,INE0CT101020,1,MOL.NS,MOL,Meghmani Organics Limited,Basic Materials,Agricultural Inputs
MOLDTECH.NS,EQ,07-JUL-2016,INE835B01035,2,MOLDTECH.NS,MOLDTECH,Mold-Tek Technologies Limited,Industrials,Engineering & Construction
MOLDTKPAC.NS,EQ,23-FEB-2015,INE893J01029,5,MOLDTKPAC.NS,MOLDTKPAC,Mold-Tek Packaging Limited,Consumer Cyclical,Packaging & Containers
MONARCH.NS,EQ,06-JAN-2022,INE903D01011,10,MONARCH.NS,MONARCH,Monarch Networth Capital Limited,Financial Services,Capital Markets
MOREPENLAB.NS,EQ,24-NOV-1999,INE083A01026,2,MOREPENLAB.NS,MOREPENLAB,Morepen Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic
MOSCHIP.NS,EQ,05-FEB-2025,INE935B01025,2,MOSCHIP.NS,MOSCHIP,MOSCHIP TECHNOLOGIES LTD,Technology,Semiconductor Equipment & Materials
MOTHERSON.NS,EQ,14-AUG-1996,INE775A01035,1,MOTHERSON.NS,MOTHERSON,Samvardhana Motherson International Limited,Consumer Cyclical,Auto Parts
MOTILALOFS.NS,EQ,11-SEP-2007,INE338I01027,1,MOTILALOFS.NS,MOTILALOFS,Motilal Oswal Financial Services Limited,Financial Services,Capital Markets
MOTISONS.NS,EQ,26-DEC-2023,INE0FRK01020,1,MOTISONS.NS,MOTISONS,MOTISONS JEWELLERS LTD,Consumer Cyclical,Luxury Goods
MPHASIS.NS,EQ,04-JUN-2004,INE356A01018,10,MPHASIS.NS,MPHASIS,Mphasis Limited,Technology,Information Technology Services
MPSLTD.NS,EQ,21-JAN-2002,INE943D01017,10,MPSLTD.NS,MPSLTD,MPS Limited,Communication Services,Publishing
MRF.NS,EQ,18-SEP-1996,INE883A01011,10,MRF.NS,MRF,MRF Limited,Consumer Cyclical,Auto Parts
MSPL.NS,EQ,18-JUL-2005,INE752G01015,10,MSPL.NS,MSPL,MSP Steel & Power Limited,Basic Materials,Steel
MSTCLTD.NS,EQ,29-MAR-2019,INE255X01014,10,MSTCLTD.NS,MSTCLTD,MSTC Limited,Industrials,Conglomerates
MSUMI.NS,EQ,28-MAR-2022,INE0FS801015,1,MSUMI.NS,MSUMI,Motherson Sumi Wiring India Limited,Consumer Cyclical,Auto Parts
MTARTECH.NS,EQ,15-MAR-2021,INE864I01014,10,MTARTECH.NS,MTARTECH,MTAR Technologies Limited,Industrials,Specialty Industrial Machinery
MUFTI.NS,EQ,27-DEC-2023,INE220Q01020,2,MUFTI.NS,MUFTI,CREDO BRANDS MARKETING L,Consumer Cyclical,Apparel Retail
NACLIND.NS,BE,07-APR-2017,INE295D01020,1,NACLIND.NS,NACLIND,NACL Industries Limited,Basic Materials,Agricultural Inputs
NAGAFERT.NS,BE,15-JUN-2016,INE454M01024,1,NAGAFERT.NS,NAGAFERT,Nagarjuna Fertilizers and Chemicals Limited,Basic Materials,Agricultural Inputs
NAHARCAP.NS,BE,11-MAR-2008,INE049I01012,5,NAHARCAP.NS,NAHARCAP,Nahar Capital and Financial Services Limited,Financial Services,Capital Markets
NAHARPOLY.NS,BE,23-MAR-2007,INE308A01027,5,NAHARPOLY.NS,NAHARPOLY,Nahar Poly Films Limited,Consumer Cyclical,Packaging & Containers
NAM-INDIA.NS,EQ,06-NOV-2017,INE298J01013,10,NAM-INDIA.NS,NAM-INDIA,Nippon Life India Asset Management Limited,Financial Services,Asset Management
NARMADA.NS,EQ,27-OCT-2022,INE117Z01011,10,NARMADA.NS,NARMADA,Narmada Agrobase Limited,Basic Materials,Agricultural Inputs
NATCOPHARM.NS,EQ,27-DEC-1995,INE987B01026,2,NATCOPHARM.NS,NATCOPHARM,NATCO Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic
NATHBIOGEN.NS,BE,28-JAN-2014,INE448G01010,10,NATHBIOGEN.NS,NATHBIOGEN,Nath Bio-Genes (India) Limited,Basic Materials,Agricultural Inputs
NATIONALUM.NS,EQ,28-APR-1999,INE139A01034,5,NATIONALUM.NS,NATIONALUM,National Aluminium Company Limited,Basic Materials,Aluminum
NAUKRI.NS,EQ,21-NOV-2006,INE663F01032,2,NAUKRI.NS,NAUKRI,Info Edge (India) Limited,Communication Services,Internet Content & Information
NAVA.NS,EQ,03-APR-1996,INE725A01030,1,NAVA.NS,NAVA,Nava Limited,Industrials,Conglomerates
NAVINFLUOR.NS,EQ,01-JUN-2007,INE048G01026,2,NAVINFLUOR.NS,NAVINFLUOR,Navin Fluorine International Limited,Basic Materials,Chemicals
NAVKARCORP.NS,EQ,09-SEP-2015,INE278M01019,10,NAVKARCORP.NS,NAVKARCORP,Navkar Corporation Limited,Industrials,Integrated Freight & Logistics
NAVKARURB.NS,BE,17-JAN-2025,INE268H01044,1,NAVKARURB.NS,NAVKARURB,Navkar Urbanstructure Limited,Basic Materials,Building Materials
NAVNETEDUL.NS,EQ,08-FEB-1995,INE060A01024,2,NAVNETEDUL.NS,NAVNETEDUL,Navneet Education Limited,Communication Services,Publishing
NAZARA.NS,EQ,30-MAR-2021,INE418L01021,4,NAZARA.NS,NAZARA,Nazara Technologies Limited,Communication Services,Electronic Gaming & Multimedia
NBCC.NS,EQ,12-APR-2012,INE095N01031,1,NBCC.NS,NBCC,NBCC (India) Limited,Industrials,Engineering & Construction
NCC.NS,EQ,14-OCT-2003,INE868B01028,2,NCC.NS,NCC,NCC Limited,Industrials,Engineering & Construction
NCLIND.NS,EQ,03-APR-2007,INE732C01016,10,NCLIND.NS,NCLIND,NCL Industries Limited,Basic Materials,Building Materials
NDRAUTO.NS,EQ,30-JUL-2020,INE07OG01012,10,NDRAUTO.NS,NDRAUTO,NDR Auto Components Limited,Consumer Cyclical,Auto Parts
NELCAST.NS,EQ,27-JUN-2007,INE189I01024,2,NELCAST.NS,NELCAST,Nelcast Limited,Industrials,Metal Fabrication
NELCO.NS,EQ,28-MAY-2003,INE045B01015,10,NELCO.NS,NELCO,Nelco Limited,Technology,Communication Equipment
NEOGEN.NS,EQ,08-MAY-2019,INE136S01016,10,NEOGEN.NS,NEOGEN,Neogen Chemicals Limited,Basic Materials,Specialty Chemicals
NESCO.NS,EQ,08-APR-2008,INE317F01035,2,NESCO.NS,NESCO,Nesco Limited,Industrials,Conglomerates
NESTLEIND.NS,EQ,01-AUG-2023,INE239A01024,1,NESTLEIND.NS,NESTLEIND,Nestlé India Limited,Consumer Defensive,Packaged Foods
NETWEB.NS,EQ,27-JUL-2023,INE0NT901020,2,NETWEB.NS,NETWEB,Netweb Technologies India Limited,Technology,Computer Hardware
NEULANDLAB.NS,EQ,13-OCT-2008,INE794A01010,10,NEULANDLAB.NS,NEULANDLAB,Neuland Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic
NEWGEN.NS,EQ,29-JAN-2018,INE619B01017,10,NEWGEN.NS,NEWGEN,Newgen Software Technologies Limited,Technology,Software - Infrastructure
NGIL.NS,EQ,20-AUG-2021,INE236Y01012,10,NGIL.NS,NGIL,Nakoda Group of Industries Limited,Consumer Defensive,Packaged Foods
NGLFINE.NS,EQ,08-JUL-2022,INE887E01022,5,NGLFINE.NS,NGLFINE,NGL Fine-Chem Limited,Healthcare,Drug Manufacturers - General
NH.NS,EQ,06-JAN-2016,INE410P01011,10,NH.NS,NH,Narayana Hrudayalaya Limited,Healthcare,Medical Care Facilities
NIBE.NS,EQ,07-FEB-2025,INE149O01018,10,NIBE.NS,NIBE,Nibe Limited,Industrials,Conglomerates
NIITLTD.NS,EQ,16-AUG-2004,INE161A01038,2,NIITLTD.NS,NIITLTD,NIIT Limited,Consumer Defensive,Education & Training Services
NIITMTS.NS,EQ,08-AUG-2023,INE342G01023,2,NIITMTS.NS,NIITMTS,NIIT Learning Systems Limited,Consumer Defensive,Education & Training Services
NILKAMAL.NS,EQ,01-NOV-1995,INE310A01015,10,NILKAMAL.NS,NILKAMAL,Nilkamal Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
NINSYS.NS,EQ,21-FEB-2023,INE395U01014,10,NINSYS.NS,NINSYS,NINtec Systems Limited,Technology,Information Technology Services
NIPPOBATRY.NS,EQ,06-OCT-1999,INE567A01028,5,NIPPOBATRY.NS,NIPPOBATRY,Indo National Limited,Industrials,Electrical Equipment & Parts
NIRAJ.NS,EQ,01-OCT-2020,INE368I01016,10,NIRAJ.NS,NIRAJ,Niraj Cement Structurals Limited,Industrials,Engineering & Construction
NITCO.NS,EQ,21-MAR-2006,INE858F01012,10,NITCO.NS,NITCO,NITCO Limited,Industrials,Building Products & Equipment
NITIRAJ.NS,EQ,22-APR-2021,INE439T01012,10,NITIRAJ.NS,NITIRAJ,Nitiraj Engineers Limited,Technology,Scientific & Technical Instruments
NKIND.NS,EQ,07-JUL-1995,INE542C01019,10,NKIND.NS,NKIND,N.K Industries Limited,Consumer Defensive,Household & Personal Products
NMDC.NS,EQ,03-MAR-2008,INE584A01023,1,NMDC.NS,NMDC,NMDC Limited,Basic Materials,Steel
NOCIL.NS,EQ,17-JAN-1996,INE163A01018,10,NOCIL.NS,NOCIL,NOCIL Limited,Basic Materials,Specialty Chemicals
NORBTEAEXP.NS,BE,26-JUN-1996,INE369C01017,10,NORBTEAEXP.NS,NORBTEAEXP,Norben Tea & Exports Limited,Consumer Defensive,Farm Products
NOVAAGRI.NS,EQ,31-JAN-2024,INE02H701025,2,NOVAAGRI.NS,NOVAAGRI,Nova Agritech Limited,Basic Materials,Agricultural Inputs
NPST.NS,EQ,30-APR-2025,INE0FFK01017,10,NPST.NS,NPST,NETWORK PEOPLE SRV TECH L,Technology,Software - Application
NRBBEARING.NS,EQ,08-MAR-2000,INE349A01021,2,NRBBEARING.NS,NRBBEARING,NRB Bearings Limited,Consumer Cyclical,Auto Parts
NRL.NS,BE,12-JAN-2023,INE0JM501013,10,NRL.NS,NRL,Nupur Recyclers Limited,Industrials,Waste Management
NTPCGREEN.NS,EQ,27-NOV-2024,INE0ONG01011,10,NTPCGREEN.NS,NTPCGREEN,NTPC GREEN ENERGY LIMITED,Utilities,Utilities - Renewable
NUCLEUS.NS,EQ,19-DEC-2002,INE096B01018,10,NUCLEUS.NS,NUCLEUS,Nucleus Software Exports Limited,Technology,Software - Application
NURECA.NS,EQ,25-FEB-2021,INE0DSF01015,10,NURECA.NS,NURECA,Nureca Limited,Healthcare,Medical Devices
NUVAMA.NS,EQ,26-SEP-2023,INE531F01015,10,NUVAMA.NS,NUVAMA,Nuvama Wealth Management Limited,Financial Services,Asset Management
NUVOCO.NS,EQ,23-AUG-2021,INE118D01016,10,NUVOCO.NS,NUVOCO,Nuvoco Vistas Corporation Limited,Basic Materials,Building Materials
NYKAA.NS,EQ,10-NOV-2021,INE388Y01029,1,NYKAA.NS,NYKAA,FSN E-Commerce Ventures Limited,Consumer Cyclical,Internet Retail
OAL.NS,EQ,11-JUL-2019,INE959C01023,5,OAL.NS,OAL,Oriental Aromatics Limited,Basic Materials,Specialty Chemicals
OFSS.NS,EQ,28-JUN-2002,INE881D01027,5,OFSS.NS,OFSS,Oracle Financial Services Software Limited,Technology,Software - Infrastructure
OILCOUNTUB.NS,EQ,30-AUG-1995,INE591A01010,10,OILCOUNTUB.NS,OILCOUNTUB,Oil Country Tubular Limited,Energy,Oil & Gas Equipment & Services
OLAELEC.NS,EQ,09-AUG-2024,INE0LXG01040,10,OLAELEC.NS,OLAELEC,OLA ELECTRIC MOBILITY LTD,Consumer Cyclical,Auto Manufacturers
OLECTRA.NS,EQ,20-MAR-2002,INE260D01016,4,OLECTRA.NS,OLECTRA,Olectra Greentech Limited,Industrials,Farm & Heavy Construction Machinery
OMAXAUTO.NS,EQ,20-FEB-2003,INE090B01011,10,OMAXAUTO.NS,OMAXAUTO,Omax Autos Limited,Consumer Cyclical,Auto Parts
OMINFRAL.NS,EQ,17-JUN-2011,INE239D01028,1,OMINFRAL.NS,OMINFRAL,Om Infra Limited,Industrials,Engineering & Construction
ONEPOINT.NS,BE,09-MAY-2019,INE840Y01029,2,ONEPOINT.NS,ONEPOINT,One Point One Solutions Limited,Industrials,Specialty Business Services
ONESOURCE.NS,EQ,24-JAN-2025,INE013P01021,1,ONESOURCE.NS,ONESOURCE,ONESOURCE SPECL PHARMA L,Healthcare,Biotechnology
ONMOBILE.NS,EQ,19-FEB-2008,INE809I01019,10,ONMOBILE.NS,ONMOBILE,OnMobile Global Limited,Communication Services,Telecom Services
ONWARDTEC.NS,BE,07-MAR-2001,INE229A01017,10,ONWARDTEC.NS,ONWARDTEC,Onward Technologies Limited,Technology,Information Technology Services
OPTIEMUS.NS,EQ,08-AUG-2017,INE350C01017,10,OPTIEMUS.NS,OPTIEMUS,Optiemus Infracom Limited,Technology,Electronics & Computer Distribution
